#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CalibratedYuleModel.t:tree" spec="beast.base.evolution.speciation.CalibratedYuleModel">
#            <parameter id="birthRateY.t:tree" lower="0.0" name="birthRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:tree" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.MC1R_protein_trimmed" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="CalibratedYuleBirthRatePrior.t:tree" name="distribution" x="@birthRateY.t:tree">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.001</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="beta" spec="beast.base.inference.parameter.RealParameter">1000.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="Rhino-Nyc.prior" monophyletic="true" spec="beast.base.evolution.tree.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="Rhino-Nyc" spec="beast.base.evolution.alignment.TaxonSet">
#                <taxon id="Nycticebus_coucang" spec="beast.base.evolution.alignment.Taxon"/>
#                <taxon id="Rhinopithecus_bieti" spec="beast.base.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.0" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="mean" spec="beast.base.inference.parameter.RealParameter">6.0</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="sigma" spec="beast.base.inference.parameter.RealParameter">0.5</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@MC1R_protein_trimmed" id="treeLikelihood.MC1R_protein_trimmed" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <siteModel id="SiteModel.s:JTT" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:JTT" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:JTT" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:JTT" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:JTT" spec="beast.base.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.MC1R_protein_trimmed	Tree.height	Tree.treeLength	mutationRate	CalibratedYuleModel	birthRateY	logP(mrca(Rhino-Nyc))	mrca.age(Rhino-Nyc)	clockRate
15000	-1707.456717505402	-1685.9923626273758	-21.464354878026178	-1685.9923626273758	6.337130330337271	32.73091894827562	1.0	-14.001972338854795	0.5487965782021044	-1.1471745121370729	5.321257353817979	0.01167311681526762
16000	-1702.7400119762951	-1681.3516518254412	-21.38836015085405	-1681.3516518254412	7.318564311643952	34.39589550645961	1.0	-15.370504877118218	0.2555576829363077	-0.46645589816254696	5.653110575602383	0.013074304215933742
17000	-1703.6033027948565	-1683.5582765887877	-20.04502620606885	-1683.5582765887877	6.380502493535325	34.58672333490348	1.0	-13.74652803956	0.4132525736992726	-0.26681089131093605	6.143212322560261	0.013129417715310152
18000	-1706.8790643906596	-1686.5488820244857	-20.3301823661739	-1686.5488820244857	5.626401276819047	30.00817784397362	1.0	-13.374862885669442	0.3418813125429117	-1.1131093083874133	5.333922693772455	0.014531517401697823
19000	-1706.759941715861	-1686.0217362736546	-20.738205442206525	-1686.0217362736546	6.519237477796187	32.77808988763303	1.0	-13.899350206246787	0.4014498206181604	-0.8361272059294652	5.447579936423043	0.010854583841654037
20000	-1707.2759509466634	-1689.2199604974994	-18.055990449164106	-1689.2199604974994	5.174787210004703	24.735049224971355	1.0	-9.466882038718571	0.7410150951931516	-1.9737153029177672	5.065140665588389	0.01882833062084085
21000	-1707.0239165973876	-1686.1594197244285	-20.864496872958966	-1686.1594197244285	7.569683396297796	33.73327372882756	1.0	-14.052009182535848	0.5748029654361191	-0.4510004845450386	5.664433961864202	0.010454847657469827
22000	-1701.1262123549793	-1682.2197915664053	-18.90642078857389	-1682.2197915664053	6.241527907102952	30.60325372820692	1.0	-12.149335217028735	0.5839544459721248	-0.3798093468024087	5.722495050352538	0.015478696362906962
23000	-1702.1642259511657	-1681.8996832415276	-20.26454270963809	-1681.8996832415276	6.939867679673411	34.999080165268644	1.0	-13.738712986411711	0.4975711133252413	-0.30856428590033746	6.203436640327658	0.013495152952321553
24000	-1703.5584488194743	-1683.2811195499992	-20.277329269475146	-1683.2811195499992	6.343453132378697	32.36661335951047	1.0	-13.374819969447632	0.6184405693626813	-0.46787784472001626	5.65208730112621	0.015619002109179858
25000	-1705.5980856045198	-1684.676409708682	-20.921675895837875	-1684.676409708682	7.265021206592005	35.07318547407057	1.0	-14.555599991865371	0.38491817953917423	-0.40537410859971296	5.700347905100777	0.01349628606721854
26000	-1711.2100302172578	-1689.5639996314296	-21.646030585828232	-1689.5639996314296	6.212230664378453	32.6361245138208	1.0	-14.492805214287642	1.0053313860619488	-0.23282149218153703	6.0592880238193585	0.015276755156677663
27000	-1706.8035460981998	-1684.8737954392325	-21.92975065896726	-1684.8737954392325	9.281379047160684	38.93511876907372	1.0	-15.682988188230532	0.40832556446368473	-0.22706228469440917	6.025208451456622	0.009686400611700752
28000	-1705.3691894695496	-1684.4635678185166	-20.9056216510331	-1684.4635678185166	6.473761361268627	31.47489481496902	1.0	-13.39530707389193	0.6241770808013032	-1.06645360576616	5.351670510804332	0.01208168996975264
29000	-1702.3676486294066	-1683.255189356238	-19.112459273168792	-1683.255189356238	6.091375295339598	30.174020091796276	1.0	-12.223413588631521	0.5310666835468816	-0.6066627940635995	5.563610585933348	0.016926996859908724
30000	-1704.7740972089869	-1683.9876718871772	-20.78642532180981	-1683.9876718871772	5.2824561586392536	24.819304241448286	1.0	-10.70045748660734	1.108924063892061	-3.0674854272803707	4.808007115240271	0.01828332243954356
31000	-1706.9913788506956	-1685.0359401099577	-21.955438740737893	-1685.0359401099577	7.200115412945293	38.39767360025131	1.0	-14.664823418505867	0.46404038844925627	-1.1430805439665948	6.677233043834199	0.011495394551319628
32000	-1706.0760527796567	-1683.5269088747473	-22.549143904909418	-1683.5269088747473	9.049696617402347	40.71252272710288	1.0	-16.401216816664135	0.36915414111676303	-0.22901574800715496	5.959847818475034	0.010836276024445977
33000	-1706.947143075326	-1686.0880444288848	-20.859098646441282	-1686.0880444288848	7.094159219488337	36.533728644696204	1.0	-14.112052077114502	0.4181662871109351	-0.703545995777662	6.488750776537969	0.011160485191686931
34000	-1705.775351451681	-1684.6249675471818	-21.150383904499254	-1684.6249675471818	7.205653756913782	36.410016375955955	1.0	-13.952617321824034	0.3719902399383591	-1.2712067258886899	6.722985260307554	0.014075464656643282
35000	-1705.94436540239	-1685.0326637938113	-20.911701608578728	-1685.0326637938113	6.8196430907252354	36.43001361163449	1.0	-14.0721523681627	0.49070220177812574	-0.6361778285841533	6.452982602281493	0.012644868039185537
36000	-1708.541532212797	-1688.963644120281	-19.57788809251584	-1688.963644120281	6.442185720071469	33.31166071775738	1.0	-13.22532630294795	0.3782871916922375	-0.40922636556524217	6.30284898292756	0.012478002535562431
37000	-1707.984360180522	-1687.8061781835272	-20.178181996994784	-1687.8061781835272	6.799186884136054	35.03785701107958	1.0	-13.666310204609339	0.45365201582195164	-0.3869659346612332	6.283879007692103	0.014008918354893584
38000	-1712.635221344881	-1688.8968152820414	-23.738406062839694	-1688.8968152820414	8.345522062999612	42.05968909654322	1.0	-16.105869598601174	0.284062333571056	-1.9754687801605968	6.935328131597641	0.010105497867583177
39000	-1709.224267808845	-1683.365425057446	-25.85884275139909	-1683.365425057446	7.65418416662533	42.057769901528964	1.0	-15.218615410601032	0.35637158876545555	-4.756533851074341	7.505115028565859	0.009915081443910992
40000	-1706.8633081847206	-1685.8436559675438	-21.019652217176713	-1685.8436559675438	6.525360625274705	35.835606716021886	1.0	-15.102537057182778	0.27243568225428566	-0.3018084520902537	6.194957815238998	0.011479857215699335
41000	-1705.0092592326077	-1685.2717338700777	-19.73752536253009	-1685.2717338700777	5.173112389779224	26.95651768446163	1.0	-11.315960222893372	0.5476647384175559	-2.1084207127285652	5.02978627094752	0.01680065961632235
42000	-1703.777103766632	-1681.440821044953	-22.336282721679027	-1681.440821044953	8.198976177250902	36.57046200854063	1.0	-15.5585135551736	0.6843373741943483	-0.2419231300573569	6.08981029287512	0.012108747484695426
43000	-1705.2037764400059	-1681.2839501938092	-23.919826246196642	-1681.2839501938092	8.908861878451217	40.870844741519356	1.0	-15.899912848890756	0.5432645252517418	-1.714832255705296	6.862855985394019	0.009955403019081254
44000	-1708.4632026868155	-1691.5759519181581	-16.88725076865733	-1691.5759519181581	5.332173019408383	24.85504149933684	1.0	-8.868938883945383	0.9435015740352904	-1.1613808311102272	5.316044782728613	0.01994220356940689
45000	-1705.7692029773825	-1685.446546928444	-20.322656048938637	-1685.446546928444	6.427418056514553	34.222934256651335	1.0	-13.890220076382107	0.4679545247380716	-0.27650615036064286	5.840759933251842	0.01391862527793713
46000	-1706.3803370618327	-1683.2458464898682	-23.134490571964548	-1683.2458464898682	9.311572281235662	41.925347426810276	1.0	-17.021025926775295	0.22248296637176032	-0.7005573527630191	6.487219663046501	0.009549254451855668
47000	-1704.8205407653954	-1683.006655693609	-21.813885071786476	-1683.006655693609	7.698731333633339	37.46199266972073	1.0	-15.392532551314837	0.4624177340424183	-0.2773187856561053	5.839489201280135	0.012953474139290417
48000	-1705.822965196386	-1684.767032976348	-21.05593222003799	-1684.767032976348	6.741683354580944	35.48413744446524	1.0	-14.805475644615198	0.3512010116594474	-0.38136887385768475	5.721093634697093	0.010818341500406174
49000	-1702.7037313225583	-1682.1366293113258	-20.567102011232567	-1682.1366293113258	6.84950264315153	34.170709874328764	1.0	-13.941512741866012	0.5816586550375491	-0.25225060522499176	5.884979887453836	0.013152763697609527
50000	-1706.0104557582638	-1686.6954552139562	-19.315000544307633	-1686.6954552139562	6.4929977346173455	33.09558533919197	1.0	-12.47940129124388	0.46332780246455474	-0.689600442843347	6.481564684231838	0.01439618530179674
51000	-1705.89990878826	-1683.7864644989568	-22.11344428930329	-1683.7864644989568	9.094166668741007	39.91570507596003	1.0	-15.902880607229632	0.2931083246327646	-0.522169749702766	6.3849535017752395	0.010069697520161847
52000	-1714.859310249111	-1687.6102493192384	-27.249060929872748	-1687.6102493192384	12.57710391921388	53.591374800156416	1.0	-21.049637596244608	0.11720526731491057	-1.4269041191272445	6.774955729858976	0.0084768729587173
53000	-1705.021046220947	-1684.9605432048509	-20.060503016096167	-1684.9605432048509	6.5374361598825725	34.02694589416126	1.0	-13.66519713355713	0.33976083705809723	-0.5593132970153486	6.4083637743303274	0.012046326286994435
54000	-1707.9134541732533	-1686.073337255548	-21.840116917705245	-1686.073337255548	7.0433498620291175	35.10471317790123	1.0	-15.787454869735182	0.24183738216648343	-0.5564038333920249	5.5934212986718945	0.010656787839821854
55000	-1706.3226647245988	-1684.8089037940579	-21.51376093054083	-1684.8089037940579	6.922023978732945	36.55069080541506	1.0	-15.309217408237432	0.3262485222208427	-0.4091063872151755	5.6972500746734624	0.011318011572931006
56000	-1704.1756331901695	-1682.5190094093252	-21.656623780844257	-1682.5190094093252	5.615998562344158	28.232406739544782	1.0	-13.021143151958558	1.0474698869852928	-1.674015271067904	5.149052316994994	0.016481257996506543
57000	-1702.4640602499621	-1683.404224920112	-19.059835329850173	-1683.404224920112	6.219952666230068	32.003933936994656	1.0	-12.582525401430004	0.5133935754093187	-0.22875570609210838	5.961500951652145	0.012517886792506925
58000	-1707.478767918312	-1686.739884719778	-20.73888319853393	-1686.739884719778	6.671112993841639	34.68082451888388	1.0	-14.421062412768757	0.3744605699946262	-0.38464618439539694	5.718171300476096	0.012550312324985042
59000	-1706.537100705071	-1684.1708703011172	-22.366230403953836	-1684.1708703011172	5.8847692215171765	30.24146844416384	1.0	-13.959868649812844	0.8717804134217633	-1.6284838216139406	5.1625358309249245	0.01503702094033433
60000	-1706.0401585761308	-1683.0262624290467	-23.013896147084104	-1683.0262624290467	8.695415806632043	41.42315301141047	1.0	-17.358820865621603	0.2038237096279111	-0.32969414450019874	6.227928488626884	0.009588791073533805
61000	-1702.7907096349018	-1682.937027001271	-19.85368263363086	-1682.937027001271	6.598848314906727	33.02703380046002	1.0	-13.320884765026836	0.5113149906748665	-0.288298602071834	5.823213052762504	0.014591830265609064
62000	-1706.956117370227	-1683.7212135181549	-23.234903852072225	-1683.7212135181549	6.9501124947203055	36.09054496637687	1.0	-16.196246371954025	0.84692116901683	-0.28970543010669103	6.178765317472327	0.01271463940100946
63000	-1703.8808478350961	-1684.1493179590875	-19.731529876008633	-1684.1493179590875	7.553481697234104	33.28269250825157	1.0	-13.442308208396044	0.4221498242553522	-0.23624547630657244	5.927701577949982	0.014275471263096019
64000	-1708.0201814306397	-1687.2895890654595	-20.730592365180133	-1687.2895890654595	6.708800670377315	35.0275197407916	1.0	-14.782767092553705	0.280159892950885	-0.30458086982268895	6.1984811290500454	0.01188559468728603
65000	-1708.4683676191457	-1687.9157771609466	-20.552590458199212	-1687.9157771609466	6.5881027138851165	35.757960057745144	1.0	-13.72301208445174	0.4706054311066616	-0.668002654333923	6.470218726599226	0.013480896621001163
66000	-1709.281428351941	-1687.3964997885819	-21.88492856335918	-1687.3964997885819	9.389970006283557	39.34967601259697	1.0	-15.888530354491182	0.31278243600389183	-0.2430839611165851	6.092985505515262	0.011233283341985227
67000	-1707.2943691196706	-1685.2474804475473	-22.04688867212337	-1685.2474804475473	7.702468852934157	35.18014114840429	1.0	-15.195417682724733	0.672680554001979	-0.33279990521364533	5.768690086065342	0.011097161701351393
68000	-1707.7237670314971	-1683.7807269569037	-23.94304007459357	-1683.7807269569037	6.313949482843237	30.539381447644676	1.0	-13.84904811628045	0.4752507482175842	-3.9225988774273564	4.640439864371085	0.015493521141302598
69000	-1707.1830900413988	-1684.133450531545	-23.049639509853904	-1684.133450531545	9.454723701051991	41.643027533857875	1.0	-16.082192359907754	0.4079237370063795	-0.9487309516566974	6.601223585287524	0.010482062174534889
70000	-1704.8193494665466	-1684.5313449630407	-20.28800450350587	-1684.5313449630407	6.939476916334382	35.26293956169492	1.0	-13.833057578093129	0.4481836744193705	-0.3421616919782823	6.24121602282348	0.011896816328052475
71000	-1709.9302833262914	-1685.8325260307997	-24.09775729549164	-1685.8325260307997	6.118638981590526	29.934955913409695	1.0	-16.412497578178836	1.648523079849564	-0.270144649407064	5.85108173926221	0.011592731315702185
72000	-1704.2233271793616	-1682.5657751329093	-21.65755204645245	-1682.5657751329093	7.319978133274484	34.126982355214054	1.0	-14.538413519293274	0.4173157288458306	-1.077672858724048	5.347358633674159	0.01270550979841288
73000	-1703.7338759986267	-1682.5271414913605	-21.20673450726614	-1682.5271414913605	7.086318538453453	34.420736129043995	1.0	-14.420719777304226	0.582604801172468	-0.4110514318536982	5.695648164775559	0.012042430377100271
74000	-1705.1224884074982	-1682.9950759560677	-22.12741245143039	-1682.9950759560677	7.433576749797177	37.24264890266012	1.0	-15.245402502009533	0.6335622169960237	-0.42323042199487215	6.3141966496878545	0.013525211899479377
75000	-1705.2896865884966	-1683.8703506391391	-21.4193359493574	-1683.8703506391391	7.2924269155423	36.29014436571489	1.0	-14.952085266153473	0.45204151997749864	-0.34589926478743	5.754940913101858	0.013787634604415074
76000	-1704.871778785607	-1683.8046561273236	-21.067122658283264	-1683.8046561273236	8.137540977558029	36.34362350037476	1.0	-15.147800086444697	0.29268497786162556	-0.2323729970355967	6.057365688311347	0.013808520703472887
77000	-1704.9298767049286	-1684.5286579386955	-20.401218766233086	-1684.5286579386955	7.288369369143625	34.57090592885033	1.0	-13.913162952138242	0.5185830601980332	-0.229449006197073	5.957235215700616	0.013926770852797874
78000	-1706.8526048366039	-1684.116805869471	-22.735798967133064	-1684.116805869471	6.802655465533037	36.593845088607615	1.0	-15.632695161354789	0.7696641137637881	-0.4497867751219	6.334660591104758	0.011947493347029218
79000	-1711.1362896366707	-1688.6740093685448	-22.462280268125777	-1688.6740093685448	8.596373385508121	39.1775027267894	1.0	-15.66876945648513	0.5253678580770508	-0.5219117262420796	6.384785897349001	0.012925848292002015
80000	-1705.2739764189926	-1683.5628116319965	-21.711164786995994	-1683.5628116319965	8.444842908381634	38.6785877373953	1.0	-15.017029669756525	0.3942340194164388	-0.7095340200667615	6.49180416194967	0.01225411972445507
81000	-1702.6617670126552	-1682.744654414641	-19.917112598014224	-1682.744654414641	6.942214618517654	33.57607478395574	1.0	-13.815309722738828	0.35358975552705274	-0.22594094750056978	6.008648550625463	0.012030280408909402
82000	-1706.4778094536223	-1684.0628395182025	-22.41496993541982	-1684.0628395182025	5.937737922821766	30.90017000289438	1.0	-14.19550382715333	0.8337072809622323	-1.4862368076940853	5.20613431392667	0.01274436021175903
83000	-1704.0048471251184	-1683.5106619014398	-20.494185223678528	-1683.5106619014398	6.506804188825528	32.94402145980191	1.0	-13.687840634493359	0.48019630830576343	-0.62460447498191	5.553450382187386	0.012997324918388854
84000	-1704.5321680385275	-1682.6608544442463	-21.871313594281286	-1682.6608544442463	7.856242868788979	38.95236316444223	1.0	-15.066280671779726	0.3735157445023016	-0.8743830923153065	6.569469814683175	0.011867995590486265
85000	-1708.6598082190387	-1685.8964216336512	-22.76338658538738	-1685.8964216336512	8.668705575852186	41.51710116863351	1.0	-16.29671070003032	0.28238845305216165	-0.8155140474028489	6.54301136947495	0.009096384001748961
86000	-1703.3088947675249	-1683.3544667750518	-19.95442799247301	-1683.3544667750518	5.907799239528266	30.152991829717205	1.0	-12.619407845305524	0.8081710583154699	-0.632893890940887	5.548833435250262	0.014284884158545619
87000	-1703.2179157246271	-1683.0196346622047	-20.198281062422435	-1683.0196346622047	6.920243167336052	34.82386176638095	1.0	-13.872460791383226	0.43719081310794067	-0.23785458994722597	6.0776634962594995	0.011817636349366896
88000	-1704.4074308652916	-1682.4735527386074	-21.933878126684252	-1682.4735527386074	8.364782172699783	38.352985373092466	1.0	-15.126196806438696	0.508123179488155	-0.5694409065113624	6.414517523071483	0.01196436032074976
89000	-1708.3462525016855	-1685.2435142451404	-23.102738256544992	-1685.2435142451404	8.27951047733601	42.23679795962985	1.0	-16.359406235384867	0.2921096846082705	-1.0583485599235263	6.645196562017653	0.012644936929624673
90000	-1704.6467053287997	-1684.0846091132883	-20.562096215511385	-1684.0846091132883	7.736445206134418	35.93537932121559	1.0	-14.074191196344628	0.43791072976592604	-0.398294930269711	6.29368654857261	0.01242256759533155
91000	-1706.2006999418936	-1685.682336754744	-20.518363187149646	-1685.682336754744	5.7566164965659965	30.022005309619498	1.0	-13.469985982545925	0.33660787708402523	-1.2217017150541434	5.294340605387622	0.013850868484276082
92000	-1703.645901359084	-1684.4910118319287	-19.154889527155426	-1684.4910118319287	5.5628278366793875	30.087989094835798	1.0	-12.416030471629725	0.45208454671052734	-0.6174125106468492	5.557495108500413	0.013892917100687125
93000	-1707.204311874405	-1684.4650874664728	-22.739224407932205	-1684.4650874664728	7.423276734200739	36.32782483538303	1.0	-15.834403982449299	0.7619711875419072	-0.26154650273205493	6.1337070493417	0.010214331480770129
94000	-1707.1814494861972	-1685.6652701864293	-21.516179299767824	-1685.6652701864293	8.15717596515537	37.67490426964013	1.0	-15.5628765675972	0.3030186872480019	-0.23167991330797524	5.945738776906303	0.011139262798023226
95000	-1709.880168961168	-1689.6905725140589	-20.1895964471092	-1689.6905725140589	7.270501908459182	34.529679608788086	1.0	-14.075729314496533	0.3452125531154832	-0.2619666401141282	6.134490310932425	0.011244781194638391
96000	-1704.8108221611387	-1683.4246157601115	-21.386206401027184	-1683.4246157601115	8.297794638437482	36.85573659315616	1.0	-15.388924103313684	0.2640873763283726	-0.41307535406850104	6.3060098049276965	0.011043616086756896
97000	-1703.6409398597436	-1682.4783952103253	-21.162544649418454	-1682.4783952103253	7.08132680620942	35.26521689145986	1.0	-14.253864979523877	0.6790746028421337	-0.38055121616406357	6.278172485626577	0.011614401154395949
98000	-1705.4108311514178	-1685.104171447339	-20.30665970407886	-1685.104171447339	7.044677800027134	34.74052617328023	1.0	-12.976795063773931	0.5627446697783529	-0.989569596681422	6.617971780923973	0.012256229281195902
99000	-1705.1816885285175	-1682.681873602349	-22.49981492616853	-1682.681873602349	8.578114719094707	39.611555236391396	1.0	-15.525493972348652	0.48951636314045865	-0.7733678487002047	6.523247788363925	0.012453140564028749
